m1,m2,m3,m4,m5,m6,type,value
Bihar,CSO,Vendor,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Bihar,CSO,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,8
Bihar,CSO,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,15
Bihar,CSO,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,9
Bihar,CSO,Career Page,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,2
Bihar,CSO,Referral,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Bihar,RM,Vendor,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,3
Bihar,RM,Vendor,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Bihar,RM,Vendor,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Bihar,RM,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,2
Bihar,RM,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,6
Bihar,BD,Vendor,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Bihar,BD,Vendor,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,2
Bihar,BD,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,24
Bihar,BD,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,37
Bihar,BD,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,31
Bihar,BD,Job Portal,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Bihar,Administration,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,3
Bihar,Credit,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Bihar,Credit,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Bihar,Credit,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Chandigarh,Corporate,Referral,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Chandigarh,CSO,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Chandigarh,CSO,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Chandigarh,BD,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,3
Chandigarh,BD,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,3
Chandigarh,BD,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,2
Chattisgarh,HR,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Chattisgarh,CSO,Vendor,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Chattisgarh,CSO,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,7
Chattisgarh,CSO,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,18
Chattisgarh,CSO,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,3
Chattisgarh,CSO,Referral,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Chattisgarh,RM,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Chattisgarh,RM,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,2
Chattisgarh,BD,Vendor,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Chattisgarh,BD,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,13
Chattisgarh,BD,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,39
Chattisgarh,BD,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,17
Chattisgarh,Credit,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Delhi,Corporate,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Delhi,CSO,Vendor,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,3
Delhi,CSO,Vendor,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Delhi,CSO,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,6
Delhi,CSO,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,3
Delhi,CSO,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,3
Delhi,CSO,Career Page,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Delhi,CSO,Career Page,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,2
Delhi,RM,Vendor,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,8
Delhi,RM,Vendor,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,6
Delhi,RM,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,2
Delhi,RM,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,5
Delhi,BD,Vendor,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Delhi,BD,Vendor,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,4
Delhi,BD,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,17
Delhi,BD,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,27
Delhi,BD,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,15
Delhi,BD,Career Page,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Delhi,BD,Job Portal,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Delhi,Finance,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,2
Delhi,Finance,Career Page,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Delhi,Finance,Job Portal,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Delhi,Support,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Delhi,Support,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Delhi,Credit,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Delhi,Credit,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,3
Delhi,Marketing,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Goa,BD,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,3
Goa,BD,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,3
Goa,BD,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Gujarat,Corporate,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,2
Gujarat,Corporate,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Gujarat,Corporate,Career Page,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Gujarat,CSO,Vendor,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,2
Gujarat,CSO,Vendor,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Gujarat,CSO,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,18
Gujarat,CSO,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,9
Gujarat,CSO,Career Page,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,6
Gujarat,CSO,Career Page,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,24
Gujarat,CSO,Career Page,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,3
Gujarat,CSO,Job Portal,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Gujarat,RM,Vendor,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,4
Gujarat,RM,Vendor,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Gujarat,RM,Vendor,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,2
Gujarat,RM,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Gujarat,RM,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Gujarat,RM,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Gujarat,RM,Career Page,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,10
Gujarat,RM,Career Page,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,2
Gujarat,RM,Referral,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Gujarat,BD,Vendor,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Gujarat,BD,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,3
Gujarat,BD,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,8
Gujarat,BD,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Gujarat,BD,Career Page,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,10
Gujarat,BD,Career Page,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,50
Gujarat,BD,Career Page,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,14
Gujarat,Operations,Career Page,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Gujarat,Analytics,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Gujarat,Finance,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Gujarat,Support,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Gujarat,Credit,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Gujarat,Credit,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,2
Gujarat,Credit,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Gujarat,Credit,Career Page,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,3
Gujarat,Credit,Career Page,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Haryana,HR,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Haryana,Corporate,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,3
Haryana,Corporate,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Haryana,Corporate,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Haryana,CSO,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,26
Haryana,CSO,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,31
Haryana,CSO,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,5
Haryana,CSO,Career Page,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Haryana,RM,Vendor,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Haryana,RM,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Haryana,RM,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,6
Haryana,BD,Vendor,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Haryana,BD,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,19
Haryana,BD,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,30
Haryana,BD,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,12
Haryana,BD,Career Page,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Haryana,Administration,Vendor,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,2
Haryana,Finance,Vendor,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Haryana,Support,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,3
Haryana,Support,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,2
Haryana,Credit,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Himachal Pradesh,CSO,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,4
Himachal Pradesh,CSO,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,3
Himachal Pradesh,CSO,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Himachal Pradesh,RM,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,2
Himachal Pradesh,RM,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,3
Himachal Pradesh,RM,Referral,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Himachal Pradesh,BD,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,10
Himachal Pradesh,BD,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,5
Himachal Pradesh,BD,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,3
Jammu & Kashmir,CSO,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Jammu & Kashmir,CSO,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Jammu & Kashmir,BD,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,7
Jammu & Kashmir,BD,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,2
Jammu & Kashmir,Administration,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Jammu & Kashmir,Credit,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Jharkhand,HR,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Jharkhand,Corporate,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,3
Jharkhand,Corporate,Career Page,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Jharkhand,IT,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,2
Jharkhand,CSO,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,3
Jharkhand,CSO,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,2
Jharkhand,CSO,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,3
Jharkhand,CSO,Career Page,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Jharkhand,RM,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,4
Jharkhand,RM,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Jharkhand,BD,Vendor,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Jharkhand,BD,Vendor,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Jharkhand,BD,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,27
Jharkhand,BD,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,12
Jharkhand,BD,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,11
Jharkhand,Administration,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,2
Jharkhand,Finance,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Jharkhand,Credit,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Jharkhand,Credit,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Jharkhand,Others,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Karnataka,HR,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Karnataka,HR,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Karnataka,Corporate,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,2
Karnataka,IT,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,2
Karnataka,CSO,Vendor,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,2
Karnataka,CSO,Vendor,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Karnataka,CSO,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,13
Karnataka,CSO,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,64
Karnataka,CSO,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,3
Karnataka,CSO,Career Page,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Karnataka,RM,Vendor,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,3
Karnataka,RM,Vendor,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Karnataka,RM,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,19
Karnataka,RM,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Karnataka,RM,Career Page,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Karnataka,BD,Vendor,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,14
Karnataka,BD,Vendor,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,11
Karnataka,BD,Vendor,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,9
Karnataka,BD,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,62
Karnataka,BD,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,34
Karnataka,BD,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,26
Karnataka,BD,Career Page,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Karnataka,Administration,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Karnataka,Credit,Vendor,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Karnataka,Credit,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,7
Karnataka,Credit,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,3
Karnataka,Credit,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Kerala,Corporate,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Kerala,Corporate,Referral,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,2
Kerala,IT,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Kerala,CSO,Vendor,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,3
Kerala,CSO,Vendor,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Kerala,CSO,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,25
Kerala,CSO,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Kerala,CSO,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Kerala,RM,Vendor,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,3
Kerala,RM,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,4
Kerala,RM,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,4
Kerala,RM,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Kerala,BD,Vendor,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,3
Kerala,BD,Vendor,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,3
Kerala,BD,Vendor,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,2
Kerala,BD,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,40
Kerala,BD,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,47
Kerala,BD,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,18
Kerala,BD,Career Page,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Kerala,BD,Career Page,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Kerala,BD,Job Portal,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Kerala,Administration,Vendor,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Kerala,Administration,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Kerala,Support,Job Portal,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Kerala,Credit,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Kerala,Credit,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Madhya Pradesh,HR,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Madhya Pradesh,HR,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Madhya Pradesh,HR,Career Page,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Madhya Pradesh,Corporate,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,3
Madhya Pradesh,Corporate,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Madhya Pradesh,IT,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,2
Madhya Pradesh,IT,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Madhya Pradesh,CSO,Vendor,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Madhya Pradesh,CSO,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,18
Madhya Pradesh,CSO,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,14
Madhya Pradesh,CSO,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,14
Madhya Pradesh,CSO,Career Page,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Madhya Pradesh,RM,Vendor,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Madhya Pradesh,RM,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,8
Madhya Pradesh,RM,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,2
Madhya Pradesh,RM,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Madhya Pradesh,BD,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,25
Madhya Pradesh,BD,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,23
Madhya Pradesh,BD,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,15
Madhya Pradesh,Administration,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,2
Madhya Pradesh,Administration,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,4
Madhya Pradesh,Credit,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,3
Madhya Pradesh,Credit,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,3
Madhya Pradesh,Credit,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,2
Maharashtra,Corporate,Vendor,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Maharashtra,Corporate,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,9
Maharashtra,Corporate,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,2
Maharashtra,Corporate,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,5
Maharashtra,Corporate,Career Page,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,1
Maharashtra,IT,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,13
Maharashtra,IT,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,19
Maharashtra,IT,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,4
Maharashtra,CSO,Vendor,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,2
Maharashtra,CSO,Vendor,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,2
Maharashtra,CSO,Direct,01-10-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,33
Maharashtra,CSO,Direct,01-11-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,34
Maharashtra,CSO,Direct,01-12-16,TAT4: Offer sent to offer accepted,CR1: Interview schedule,tat_count,16
