m1,m2,m3,m4,m5,m6,type,value
Jharkhand,Associate,Referral,01-10-2016,TAT1: Application to interview schedule,CR5: Joined,conversion_ratio_deno,1
Jharkhand,Associate,Referral,01-12-2016,TAT1: Application to interview schedule,CR5: Joined,conversion_ratio_deno,1
Jharkhand,Relationship Manager,Vendor,01-10-2016,TAT1: Application to interview schedule,CR5: Joined,conversion_ratio_deno,1
Jharkhand,Relationship Manager,Vendor,01-11-2016,TAT1: Application to interview schedule,CR5: Joined,conversion_ratio_deno,2
Jharkhand,Relationship Manager,Vendor,01-12-2016,TAT1: Application to interview schedule,CR5: Joined,conversion_ratio_deno,2
Jharkhand,Relationship Manager,Direct,01-10-2016,TAT1: Application to interview schedule,CR5: Joined,conversion_ratio_deno,10
Jharkhand,Relationship Manager,Direct,01-11-2016,TAT1: Application to interview schedule,CR5: Joined,conversion_ratio_deno,1
Jharkhand,Relationship Manager,Direct,01-12-2016,TAT1: Application to interview schedule,CR5: Joined,conversion_ratio_deno,3
Jharkhand,Relationship Manager,Career Page,01-10-2016,TAT1: Application to interview schedule,CR5: Joined,conversion_ratio_deno,1
Jharkhand,Relationship Manager,Career Page,01-11-2016,TAT1: Application to interview schedule,CR5: Joined,conversion_ratio_deno,4
Jharkhand,Relationship Manager,Career Page,01-12-2016,TAT1: Application to interview schedule,CR5: Joined,conversion_ratio_deno,4
Jharkhand,Territory Manager,Vendor,01-10-2016,TAT1: Application to interview schedule,CR5: Joined,conversion_ratio_deno,1
Jharkhand,Territory Manager,Vendor,01-12-2016,TAT1: Application to interview schedule,CR5: Joined,conversion_ratio_deno,1
Jharkhand,Territory Manager,Direct,01-10-2016,TAT1: Application to interview schedule,CR5: Joined,conversion_ratio_deno,31
Jharkhand,Territory Manager,Direct,01-11-2016,TAT1: Application to interview schedule,CR5: Joined,conversion_ratio_deno,12
Jharkhand,Territory Manager,Direct,01-12-2016,TAT1: Application to interview schedule,CR5: Joined,conversion_ratio_deno,14
Jharkhand,Territory Manager,Career Page,01-10-2016,TAT1: Application to interview schedule,CR5: Joined,conversion_ratio_deno,2
Jharkhand,Territory Manager,Career Page,01-11-2016,TAT1: Application to interview schedule,CR5: Joined,conversion_ratio_deno,21
Jharkhand,Territory Manager,Career Page,01-12-2016,TAT1: Application to interview schedule,CR5: Joined,conversion_ratio_deno,19
Jharkhand,Corporate Role,Direct,01-11-2016,TAT1: Application to interview schedule,CR5: Joined,conversion_ratio_deno,2
Jharkhand,Corporate Role,Career Page,01-12-2016,TAT1: Application to interview schedule,CR5: Joined,conversion_ratio_deno,4
Jharkhand,Sales Executive,Vendor,01-12-2016,TAT1: Application to interview schedule,CR5: Joined,conversion_ratio_deno,1
Jharkhand,Sales Executive,Direct,01-12-2016,TAT1: Application to interview schedule,CR5: Joined,conversion_ratio_deno,1
Jharkhand,Sales Executive,Direct,01-10-2016,TAT1: Application to interview schedule,CR5: Joined,conversion_ratio_deno,1
Jharkhand,Sales Executive,Direct,01-12-2016,TAT1: Application to interview schedule,CR5: Joined,conversion_ratio_deno,1
Jharkhand,Sales Executive,Career Page,01-10-2016,TAT1: Application to interview schedule,CR5: Joined,conversion_ratio_deno,1
Jharkhand,Sales Executive,Career Page,01-12-2016,TAT1: Application to interview schedule,CR5: Joined,conversion_ratio_deno,1
Jharkhand,Administration Executive,Vendor,01-11-2016,TAT1: Application to interview schedule,CR5: Joined,conversion_ratio_deno,1
Jharkhand,Administration Executive,Direct,01-10-2016,TAT1: Application to interview schedule,CR5: Joined,conversion_ratio_deno,1
Jharkhand,Administration Executive,Vendor,01-11-2016,TAT1: Application to interview schedule,CR5: Joined,conversion_ratio_deno,1
Assam,Associate,Direct,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_num,4
Assam,Associate,Direct,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_num,17
Assam,Relationship Manager,Direct,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_num,2
Assam,Relationship Manager,Direct,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_num,2
Assam,Territory Manager,Vendor,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_num,2
Assam,Territory Manager,Direct,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_num,8
Assam,Territory Manager,Direct,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_num,10
Assam,Territory Manager,Direct,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_num,4
Assam,Corporate Role,Direct,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_num,1
Delhi,Associate,Direct,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_num,5
Delhi,Associate,Direct,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_num,1
Delhi,Associate,Direct,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_num,2
Delhi,Associate,Career Page,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_num,1
Delhi,Associate,Career Page,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_num,2
Delhi,Relationship Manager,Vendor,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_num,1
Delhi,Relationship Manager,Direct,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_num,4
Delhi,Territory Manager,Direct,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_num,5
Delhi,Territory Manager,Direct,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_num,19
Delhi,Territory Manager,Direct,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_num,9
Delhi,Territory Manager,Career Page,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_num,1
Delhi,Sales Executive,Direct,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_num,1
Delhi,Businees Development Executive,Direct,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_num,1
Jharkhand,Administration Executive,Direct,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_num,1
Jharkhand,Businees Development Executive,Direct,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_num,1
Jharkhand,Sales Executive,Direct,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_num,1
Jharkhand,Associate,Direct,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_num,1
Jharkhand,Associate,Direct,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_num,3
Jharkhand,Relationship Manager,Direct,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_num,1
Jharkhand,Territory Manager,Direct,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_num,22
Jharkhand,Territory Manager,Direct,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_num,11
Jharkhand,Territory Manager,Direct,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_num,9
Jharkhand,Sales Executive,Direct,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_num,1
Jharkhand,Administration Executive,Direct,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_num,1
Assam,Businees Development Executive,Vendor,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Assam,Associate,Direct,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,7
Assam,Associate,Direct,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,28
Assam,Associate,Direct,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,7
Assam,Associate,Career Page,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,2
Assam,Associate,Career Page,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Assam,Associate,Career Page,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,8
Assam,Relationship Manager,Vendor,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,3
Assam,Relationship Manager,Vendor,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,5
Assam,Relationship Manager,Direct,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,3
Assam,Relationship Manager,Direct,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,2
Assam,Relationship Manager,Direct,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,2
Assam,Relationship Manager,Career Page,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,5
Assam,Relationship Manager,Career Page,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,5
Assam,Relationship Manager,Career Page,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,5
Assam,Relationship Manager,Referral,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Assam,Territory Manager,Vendor,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,2
Assam,Territory Manager,Direct,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,10
Assam,Territory Manager,Direct,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,13
Assam,Territory Manager,Direct,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,22
Assam,Territory Manager,Career Page,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,3
Assam,Territory Manager,Career Page,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,3
Assam,Territory Manager,Career Page,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,5
Assam,Corporate Role,Direct,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Assam,Corporate Role,Direct,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,2
Assam,Corporate Role,Career Page,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,3
Assam,Businees Development Executive,Direct,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Assam,Sales Executive,Direct,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Assam,Administration Executive,Job Portal,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Assam,Administration Executive,Vendor,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Delhi,Businees Development Executive,Vendor,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Delhi,Businees Development Executive,Direct,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,2
Delhi,Businees Development Executive,Direct,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Delhi,Businees Development Executive,Career Page,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,2
Delhi,Businees Development Executive,Career Page,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Delhi,Businees Development Executive,Career Page,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,9
Delhi,Sales Executive,Direct,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Delhi,Associate,Vendor,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,5
Delhi,Associate,Vendor,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,5
Delhi,Associate,Vendor,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,23
Delhi,Associate,Direct,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,9
Delhi,Associate,Direct,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,13
Delhi,Associate,Direct,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,50
Delhi,Associate,Career Page,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,17
Delhi,Associate,Career Page,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,41
Delhi,Associate,Career Page,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,56
Delhi,Associate,Referral,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,6
Delhi,Associate,Referral,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,2
Delhi,Associate,Referral,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Delhi,Relationship Manager,Vendor,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,35
Delhi,Relationship Manager,Vendor,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,28
Delhi,Relationship Manager,Vendor,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,21
Delhi,Relationship Manager,Direct,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,3
Delhi,Relationship Manager,Direct,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,10
Delhi,Relationship Manager,Direct,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,6
Delhi,Relationship Manager,Career Page,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,11
Delhi,Relationship Manager,Career Page,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,6
Delhi,Relationship Manager,Career Page,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,8
Delhi,Territory Manager,Vendor,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,2
Delhi,Territory Manager,Vendor,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,4
Delhi,Territory Manager,Vendor,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,8
Delhi,Territory Manager,Direct,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,19
Delhi,Territory Manager,Direct,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,31
Delhi,Territory Manager,Direct,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,17
Delhi,Territory Manager,Career Page,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,2
Delhi,Territory Manager,Career Page,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,14
Delhi,Territory Manager,Career Page,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,7
Delhi,Territory Manager,Job Portal,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Delhi,Corporate Role,Career Page,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Delhi,Sales Executive,Vendor,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Delhi,Sales Executive,Direct,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,2
Delhi,Sales Executive,Direct,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Delhi,Sales Executive,Career Page,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Delhi,Sales Executive,Career Page,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Delhi,Sales Executive,Job Portal,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Delhi,Businees Development Executive,Direct,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,2
Delhi,Businees Development Executive,Direct,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,2
Delhi,Businees Development Executive,Career Page,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Delhi,Sales Executive,Vendor,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Delhi,Sales Executive,Direct,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Delhi,Sales Executive,Direct,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Delhi,Sales Executive,Direct,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,6
Delhi,Sales Executive,Career Page,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Delhi,Sales Executive,Career Page,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Delhi,Sales Executive,Referral,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Delhi,Administration Executive,Vendor,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Delhi,Administration Executive,Direct,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Delhi,Administration Executive,Career Page,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Delhi,Administration Executive,Referral,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Delhi,Administration Executive,Direct,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Jharkhand,Administration Executive,Direct,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Jharkhand,Businees Development Executive,Vendor,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Jharkhand,Businees Development Executive,Vendor,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Jharkhand,Businees Development Executive,Direct,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,3
Jharkhand,Businees Development Executive,Career Page,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Jharkhand,Businees Development Executive,Career Page,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,4
Jharkhand,Sales Executive,Direct,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,2
Jharkhand,Sales Executive,Career Page,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,2
Jharkhand,Associate,Vendor,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,2
Jharkhand,Associate,Vendor,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Jharkhand,Associate,Direct,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,4
Jharkhand,Associate,Direct,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,11
Jharkhand,Associate,Direct,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,12
Jharkhand,Associate,Career Page,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,5
Jharkhand,Associate,Career Page,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,15
Jharkhand,Associate,Career Page,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,22
Jharkhand,Associate,Referral,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Jharkhand,Associate,Referral,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Jharkhand,Relationship Manager,Vendor,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Jharkhand,Relationship Manager,Vendor,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,2
Jharkhand,Relationship Manager,Vendor,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,2
Jharkhand,Relationship Manager,Direct,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,10
Jharkhand,Relationship Manager,Direct,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Jharkhand,Relationship Manager,Direct,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,3
Jharkhand,Relationship Manager,Career Page,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Jharkhand,Relationship Manager,Career Page,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,4
Jharkhand,Relationship Manager,Career Page,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,4
Jharkhand,Territory Manager,Vendor,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Jharkhand,Territory Manager,Vendor,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Jharkhand,Territory Manager,Direct,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,31
Jharkhand,Territory Manager,Direct,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,12
Jharkhand,Territory Manager,Direct,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,14
Jharkhand,Territory Manager,Career Page,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,2
Jharkhand,Territory Manager,Career Page,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,21
Jharkhand,Territory Manager,Career Page,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,19
Jharkhand,Corporate Role,Direct,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,2
Jharkhand,Corporate Role,Career Page,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,4
Jharkhand,Sales Executive,Vendor,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Jharkhand,Sales Executive,Direct,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Jharkhand,Sales Executive,Direct,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Jharkhand,Sales Executive,Direct,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Jharkhand,Sales Executive,Career Page,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Jharkhand,Sales Executive,Career Page,01-12-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Jharkhand,Administration Executive,Vendor,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Jharkhand,Administration Executive,Direct,01-10-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Jharkhand,Administration Executive,Vendor,01-11-2016,TAT1: Application to interview schedule,CR Overall,conversion_ratio_deno,1
Assam,Businees Development Executive,Vendor,01-08-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,1
Assam,Associate,Direct,01-07-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,7
Assam,Associate,Direct,01-08-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,28
Assam,Associate,Direct,01-09-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,7
Assam,Associate,Career Page,01-07-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,2
Assam,Associate,Career Page,01-08-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,1
Assam,Associate,Career Page,01-09-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,8
Assam,Relationship Manager,Vendor,01-07-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,3
Assam,Relationship Manager,Vendor,01-09-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,5
Assam,Relationship Manager,Direct,01-07-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,3
Assam,Relationship Manager,Direct,01-08-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,2
Assam,Relationship Manager,Direct,01-09-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,2
Assam,Relationship Manager,Career Page,01-07-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,5
Assam,Relationship Manager,Career Page,01-08-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,5
Assam,Relationship Manager,Career Page,01-09-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,5
Assam,Relationship Manager,Referral,01-09-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,1
Assam,Territory Manager,Vendor,01-07-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,2
Assam,Territory Manager,Direct,01-07-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,10
Assam,Territory Manager,Direct,01-08-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,13
Assam,Territory Manager,Direct,01-09-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,22
Assam,Territory Manager,Career Page,01-07-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,3
Assam,Territory Manager,Career Page,01-08-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,3
Assam,Territory Manager,Career Page,01-09-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,5
Assam,Corporate Role,Direct,01-07-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,1
Assam,Corporate Role,Direct,01-08-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,2
Assam,Corporate Role,Career Page,01-09-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,3
Assam,Businees Development Executive,Direct,01-08-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,1
Assam,Sales Executive,Direct,01-09-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,1
Assam,Administration Executive,Job Portal,01-09-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,1
Assam,Administration Executive,Vendor,01-07-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,1
Delhi,Businees Development Executive,Vendor,01-08-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,1
Delhi,Businees Development Executive,Direct,01-07-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,2
Delhi,Businees Development Executive,Direct,01-08-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,1
Delhi,Businees Development Executive,Career Page,01-07-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,2
Delhi,Businees Development Executive,Career Page,01-08-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,1
Delhi,Businees Development Executive,Career Page,01-09-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,9
Delhi,Sales Executive,Direct,01-07-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,1
Delhi,Associate,Vendor,01-07-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,5
Delhi,Associate,Vendor,01-08-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,5
Delhi,Associate,Vendor,01-09-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,23
Delhi,Associate,Direct,01-07-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,9
Delhi,Associate,Direct,01-08-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,13
Delhi,Associate,Direct,01-09-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,50
Delhi,Associate,Career Page,01-07-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,17
Delhi,Associate,Career Page,01-08-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,41
Delhi,Associate,Career Page,01-09-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,56
Delhi,Associate,Referral,01-07-2016,TAT1: Application to interview schedule,CR1: Interview schedule,candidate_count,6
